pPseAAC_1	pPseAAC_10	pPseAAC_11	pPseAAC_12	pPseAAC_13	pPseAAC_14	pPseAAC_15	pPseAAC_16	pPseAAC_17	pPseAAC_18	pPseAAC_19	pPseAAC_2	pPseAAC_20	pPseAAC_3	pPseAAC_4	pPseAAC_5	pPseAAC_6	pPseAAC_7	pPseAAC_8	pPseAAC_9	prot_ID
0.0508	0.049	0.0488	0.0499	0.0504	0.0478	0.0507	0.0502	0.05	0.0495	0.051	0.0542	0.0499	0.0485	0.0475	0.0513	0.0511	0.0473	0.0501	0.052	seq_39844_5518
0.0532	0.0488	0.0489	0.051	0.0477	0.0499	0.0475	0.0504	0.0511	0.0501	0.0498	0.05	0.0493	0.0508	0.0504	0.0505	0.0508	0.0481	0.0513	0.0505	seq_39844_5514
0.0515	0.0491	0.0496	0.0499	0.0496	0.0501	0.0512	0.0505	0.0499	0.0498	0.0501	0.0519	0.0512	0.0491	0.0469	0.0513	0.0504	0.0483	0.0495	0.05	seq_39844_5520
0.0511	0.0496	0.0506	0.0502	0.0513	0.0489	0.0488	0.051	0.0485	0.0507	0.0502	0.0532	0.0489	0.0495	0.0474	0.051	0.05	0.0496	0.0501	0.0493	seq_39844_5519
0.0515	0.05	0.0503	0.0489	0.0496	0.0478	0.0497	0.0497	0.0501	0.0494	0.05	0.0558	0.0495	0.0486	0.0479	0.0511	0.0501	0.0504	0.0487	0.0511	seq_39844_5522
0.0519	0.0501	0.0491	0.0491	0.0496	0.0505	0.0492	0.0503	0.0498	0.0492	0.0484	0.0508	0.0499	0.0498	0.0521	0.0503	0.0507	0.0511	0.0485	0.0496	seq_39844_5523
0.0504	0.0498	0.0492	0.0496	0.0503	0.0504	0.0501	0.0492	0.0507	0.0487	0.0505	0.0508	0.0487	0.0507	0.051	0.05	0.0513	0.0496	0.0495	0.0496	seq_39844_5524
0.0515	0.0505	0.0494	0.0493	0.0501	0.0503	0.0481	0.0478	0.0516	0.0497	0.0502	0.0523	0.049	0.0518	0.0485	0.0506	0.0513	0.0494	0.0474	0.0514	seq_39844_5525
0.0532	0.0488	0.0489	0.0469	0.0517	0.0495	0.05	0.0514	0.0503	0.0491	0.0511	0.0469	0.0491	0.0521	0.0518	0.0524	0.0495	0.0487	0.0485	0.0502	seq_39844_5521
0.0505	0.0509	0.0512	0.0497	0.0502	0.0501	0.049	0.0505	0.0485	0.0497	0.0499	0.0534	0.0497	0.0501	0.0478	0.0496	0.051	0.0488	0.0492	0.0502	seq_39844_5528
0.051	0.0488	0.0505	0.0502	0.05	0.0498	0.0496	0.0504	0.0486	0.0499	0.0504	0.0509	0.0493	0.05	0.0497	0.0513	0.0502	0.0493	0.0502	0.0499	seq_39844_5527
0.0516	0.0504	0.0496	0.0496	0.0506	0.0496	0.0497	0.0495	0.05	0.0495	0.0504	0.0504	0.0487	0.0511	0.0505	0.0493	0.0511	0.0499	0.0503	0.0483	seq_39844_5526
0.0522	0.0497	0.0493	0.0487	0.0495	0.0505	0.0493	0.0504	0.0484	0.0507	0.0501	0.0488	0.0502	0.0512	0.0515	0.0511	0.049	0.0502	0.0495	0.0497	seq_39844_5529
0.0523	0.0505	0.0495	0.0497	0.0504	0.0495	0.0491	0.0492	0.0493	0.0493	0.0488	0.0546	0.0488	0.0496	0.0489	0.0521	0.0497	0.0484	0.0506	0.0495	seq_39844_5530
0.0513	0.049	0.0489	0.0504	0.0503	0.051	0.0491	0.0495	0.049	0.0505	0.0502	0.05	0.0501	0.0512	0.0521	0.049	0.0499	0.0507	0.0486	0.0493	seq_39844_5531
0.0517	0.0497	0.0509	0.0495	0.05	0.0497	0.0504	0.0498	0.0498	0.0504	0.0495	0.05	0.0503	0.0487	0.0512	0.0497	0.0496	0.0501	0.0497	0.0494	seq_39844_5533
0.0519	0.0496	0.0492	0.0491	0.0493	0.0499	0.0497	0.0486	0.0498	0.0496	0.0486	0.056	0.0504	0.0491	0.0485	0.051	0.0512	0.0494	0.049	0.0503	seq_39844_5534
0.0496	0.0421	0.0422	0.0551	0.0514	0.0489	0.0488	0.0502	0.0503	0.0501	0.0533	0.0538	0.0497	0.0513	0.0488	0.0503	0.0496	0.0493	0.0509	0.0541	seq_39844_5535
0.0474	0.0505	0.0498	0.0494	0.0503	0.0496	0.0493	0.0496	0.0501	0.0515	0.0499	0.0481	0.0503	0.0496	0.0512	0.0501	0.0522	0.0513	0.0494	0.0505	seq_39844_5532
0.0521	0.0483	0.0502	0.0494	0.0493	0.0493	0.0491	0.0501	0.0509	0.0505	0.0497	0.0528	0.049	0.0499	0.0487	0.0507	0.051	0.0489	0.0494	0.0509	seq_39844_5536
0.0516	0.0491	0.0512	0.0496	0.0505	0.0492	0.0495	0.0507	0.0499	0.0498	0.0495	0.0496	0.05	0.0496	0.0515	0.0503	0.0501	0.049	0.0497	0.0497	seq_39844_5537
0.0501	0.0501	0.0497	0.0504	0.0507	0.0497	0.05	0.0504	0.0491	0.05	0.0502	0.0518	0.0502	0.05	0.0498	0.0498	0.0505	0.0495	0.0488	0.0491	seq_39844_5538
0.052	0.0507	0.0501	0.0495	0.0488	0.0496	0.0493	0.0501	0.049	0.0499	0.0495	0.0512	0.048	0.052	0.0502	0.0511	0.0501	0.0492	0.0499	0.0496	seq_39844_5540
0.0512	0.0482	0.0485	0.0508	0.0505	0.05	0.0499	0.0488	0.0504	0.0499	0.0485	0.0505	0.0493	0.0507	0.0515	0.0503	0.0509	0.0499	0.0495	0.0507	seq_39844_5539
0.0539	0.0493	0.0482	0.0497	0.0493	0.0506	0.0493	0.0493	0.0494	0.0489	0.0496	0.0491	0.049	0.0535	0.05	0.0514	0.0521	0.0484	0.0511	0.0479	seq_39844_5541
0.0529	0.0495	0.0507	0.0499	0.048	0.0499	0.0487	0.0494	0.0502	0.0503	0.0508	0.0494	0.048	0.051	0.0521	0.0511	0.0493	0.0488	0.0502	0.0498	seq_39844_5542
0.0517	0.0493	0.0497	0.0507	0.0495	0.0497	0.0497	0.0493	0.0512	0.0489	0.0493	0.0503	0.0496	0.0505	0.0522	0.0489	0.0502	0.0494	0.0503	0.0495	seq_39844_5543
0.0515	0.0499	0.0509	0.049	0.0504	0.0496	0.05	0.0496	0.0496	0.0499	0.05	0.0505	0.0502	0.0495	0.0511	0.0496	0.0496	0.0502	0.0495	0.0494	seq_39844_5545
0.0512	0.05	0.0493	0.0493	0.0505	0.0502	0.0494	0.0501	0.0494	0.0489	0.049	0.051	0.0499	0.0499	0.052	0.05	0.0502	0.0508	0.0488	0.0502	seq_39844_5544
0.0527	0.0489	0.0491	0.0489	0.05	0.0504	0.0504	0.0499	0.0498	0.0496	0.05	0.0489	0.0491	0.0508	0.0516	0.0511	0.0506	0.0495	0.0487	0.0498	seq_39844_5546
0.0519	0.0496	0.0502	0.0503	0.0507	0.0499	0.0503	0.0492	0.0493	0.0504	0.0494	0.0497	0.0492	0.0495	0.0517	0.0491	0.051	0.0495	0.049	0.05	seq_39844_5547
0.0518	0.049	0.0508	0.0496	0.0498	0.0496	0.0496	0.0506	0.049	0.05	0.0507	0.0518	0.0506	0.0504	0.0478	0.0513	0.05	0.048	0.049	0.0505	seq_39844_5549
0.0506	0.0506	0.0495	0.0499	0.0499	0.0502	0.0506	0.0499	0.0497	0.0493	0.0501	0.0528	0.05	0.0496	0.0483	0.0507	0.0508	0.05	0.0494	0.0484	seq_39844_5548
0.0501	0.0497	0.0497	0.0488	0.049	0.0494	0.0505	0.0503	0.0503	0.0505	0.051	0.05	0.0494	0.0493	0.0503	0.0518	0.0506	0.0499	0.0498	0.0497	seq_39844_5550
0.0521	0.0519	0.0509	0.0485	0.0507	0.0496	0.0506	0.0493	0.0501	0.0503	0.0501	0.05	0.0493	0.0493	0.0509	0.0491	0.0491	0.0493	0.0493	0.0496	seq_39844_5552
0.051	0.0481	0.0488	0.0477	0.0489	0.0507	0.0487	0.0503	0.0511	0.0491	0.0511	0.0498	0.049	0.0518	0.0503	0.0518	0.0528	0.051	0.0479	0.05	seq_39844_5551
0.0505	0.0502	0.0506	0.0501	0.0492	0.0504	0.0489	0.0493	0.0489	0.0498	0.052	0.0536	0.0496	0.0491	0.0481	0.0504	0.0513	0.049	0.0489	0.0502	seq_39844_5555
0.0505	0.0492	0.0509	0.0503	0.0495	0.0493	0.0501	0.0505	0.0489	0.0502	0.0501	0.0517	0.0505	0.0503	0.0497	0.0494	0.0505	0.0498	0.0498	0.0487	seq_39844_5553
0.0506	0.0497	0.0501	0.0491	0.0497	0.0505	0.0493	0.0493	0.0496	0.0497	0.0503	0.0492	0.0506	0.0516	0.0502	0.0496	0.0502	0.0503	0.05	0.0505	seq_39844_5554
0.0518	0.0497	0.051	0.0489	0.0506	0.0497	0.0497	0.0494	0.0495	0.0502	0.0504	0.0504	0.0499	0.0489	0.0512	0.0499	0.0494	0.0502	0.0492	0.0497	seq_39844_5556
0.05	0.0502	0.0497	0.0506	0.0504	0.0507	0.049	0.0517	0.05	0.049	0.0507	0.0532	0.0492	0.0495	0.0474	0.0505	0.0513	0.0496	0.0475	0.05	seq_39844_5557
0.0521	0.0498	0.0508	0.0482	0.0503	0.0483	0.0502	0.0496	0.0497	0.0501	0.0487	0.0488	0.0505	0.0513	0.0503	0.0512	0.0493	0.051	0.0499	0.05	seq_39844_5558
0.0521	0.0491	0.0488	0.0493	0.0492	0.0498	0.0499	0.0499	0.0495	0.0496	0.0503	0.049	0.0497	0.0517	0.0509	0.0507	0.0493	0.0498	0.0506	0.0508	seq_39844_5559
0.0505	0.0497	0.0486	0.0492	0.0496	0.05	0.0504	0.0488	0.0496	0.0508	0.0507	0.0483	0.0492	0.0505	0.0522	0.0513	0.0507	0.0507	0.0506	0.0486	seq_39844_5560
0.0517	0.0498	0.051	0.0491	0.0505	0.0494	0.0499	0.0495	0.0497	0.0498	0.0502	0.0507	0.0498	0.0492	0.051	0.0501	0.0494	0.0505	0.0495	0.0493	seq_39844_5562
0.0503	0.0497	0.0482	0.0475	0.0499	0.0513	0.0502	0.0484	0.05	0.0512	0.0488	0.0499	0.0512	0.051	0.0503	0.0511	0.0515	0.0492	0.0505	0.0498	seq_39844_5561
0.0518	0.0502	0.0489	0.0495	0.0503	0.0491	0.05	0.0496	0.0507	0.0508	0.0505	0.0504	0.0488	0.051	0.0501	0.0497	0.0512	0.0498	0.0494	0.0484	seq_39844_5564
0.0503	0.0509	0.0497	0.0501	0.0491	0.0492	0.0501	0.0501	0.0497	0.0499	0.0505	0.0497	0.0502	0.0502	0.0501	0.0505	0.0502	0.0505	0.0493	0.0497	seq_39844_5565
0.051	0.0491	0.0507	0.0494	0.0506	0.0488	0.0506	0.0494	0.0505	0.0489	0.0504	0.0477	0.0501	0.0529	0.0517	0.053	0.0468	0.0508	0.0478	0.0499	seq_39844_5566
0.0494	0.0493	0.0505	0.0504	0.049	0.05	0.0496	0.0495	0.05	0.0493	0.0501	0.0504	0.0506	0.0516	0.0499	0.0504	0.0492	0.0502	0.0494	0.0512	seq_39844_5567
0.0513	0.0495	0.0506	0.05	0.0501	0.0505	0.0497	0.0499	0.0501	0.0495	0.0502	0.0495	0.049	0.0505	0.0514	0.0497	0.0513	0.0478	0.0503	0.049	seq_39844_5563
0.0515	0.0505	0.0495	0.0493	0.0496	0.0494	0.0495	0.0497	0.0501	0.0485	0.0494	0.0503	0.0505	0.0514	0.0508	0.0496	0.0496	0.0499	0.0509	0.0499	seq_39844_5568
0.0495	0.0496	0.0501	0.0506	0.0503	0.0495	0.049	0.0494	0.0501	0.05	0.0501	0.0486	0.0511	0.0494	0.051	0.0501	0.0497	0.0513	0.0509	0.0495	seq_39844_5569
0.052	0.0489	0.0501	0.05	0.0485	0.0502	0.0485	0.0487	0.0503	0.0505	0.0512	0.0491	0.0504	0.0501	0.0519	0.0507	0.0492	0.0498	0.05	0.0499	seq_39844_5570
0.0493	0.0489	0.0495	0.0487	0.0502	0.0499	0.0498	0.0503	0.049	0.0504	0.049	0.051	0.0491	0.0524	0.0509	0.051	0.05	0.0493	0.05	0.0513	seq_39844_5572
0.0525	0.0496	0.0493	0.0494	0.0501	0.0489	0.0502	0.0497	0.0495	0.05	0.0497	0.0511	0.0504	0.0516	0.0493	0.0509	0.0499	0.0492	0.0488	0.05	seq_39844_5571
0.0507	0.0504	0.0498	0.0494	0.0493	0.0495	0.0509	0.0491	0.0496	0.0498	0.049	0.0505	0.0496	0.0507	0.05	0.0502	0.0517	0.0504	0.0491	0.0503	seq_39844_5573
0.0531	0.0496	0.0511	0.0501	0.0499	0.0499	0.0499	0.0496	0.0485	0.0505	0.0497	0.0498	0.0492	0.0493	0.0517	0.0487	0.0499	0.0504	0.049	0.05	seq_39844_5574
0.0503	0.0495	0.0504	0.0498	0.0508	0.0495	0.0492	0.0492	0.0495	0.0492	0.0494	0.054	0.0495	0.0492	0.0485	0.0518	0.0514	0.0486	0.0491	0.0512	seq_39844_5575
0.0487	0.0509	0.0488	0.0506	0.0502	0.0491	0.05	0.0499	0.05	0.0504	0.05	0.0503	0.0496	0.0517	0.0511	0.0489	0.0501	0.0492	0.0508	0.0495	seq_39844_5577
0.0517	0.0476	0.0509	0.0494	0.0502	0.0506	0.0483	0.0505	0.05	0.0511	0.0495	0.0508	0.0487	0.0511	0.0507	0.0483	0.0513	0.0503	0.0496	0.0494	seq_39844_5578
0.051	0.0501	0.0503	0.0498	0.0507	0.05	0.0509	0.0502	0.0497	0.0505	0.0489	0.0534	0.0497	0.0478	0.0479	0.0518	0.0499	0.0482	0.0488	0.0505	seq_39844_5579
0.0533	0.0497	0.0511	0.0498	0.05	0.0497	0.0495	0.0493	0.0488	0.0504	0.0496	0.05	0.0491	0.0497	0.0517	0.0489	0.0499	0.0504	0.0492	0.0498	seq_39844_5581
0.0521	0.0499	0.0499	0.0499	0.0501	0.0502	0.0505	0.0494	0.0496	0.05	0.0507	0.0497	0.0492	0.0507	0.0507	0.0506	0.0496	0.0494	0.0493	0.0484	seq_39844_5580
0.0496	0.0485	0.0495	0.0486	0.0483	0.0493	0.0504	0.0509	0.0492	0.0498	0.0492	0.0507	0.0493	0.0518	0.0515	0.0516	0.0505	0.0499	0.0499	0.0516	seq_39844_5576
0.0514	0.0499	0.0495	0.0507	0.0505	0.0501	0.0505	0.0498	0.049	0.0502	0.0492	0.0495	0.0497	0.0491	0.0515	0.0495	0.0502	0.0498	0.0499	0.0498	seq_39844_5582
0.0516	0.049	0.051	0.0503	0.0503	0.05	0.05	0.0496	0.0492	0.0512	0.0491	0.0496	0.05	0.0492	0.0513	0.0497	0.0498	0.0495	0.049	0.0506	seq_39844_5585
0.0515	0.0489	0.0499	0.0504	0.0504	0.0504	0.0495	0.0501	0.0496	0.0498	0.0493	0.0484	0.0492	0.0512	0.0516	0.0498	0.0513	0.0494	0.0494	0.05	seq_39844_5583
0.0512	0.05	0.0494	0.0505	0.0499	0.0494	0.0488	0.0495	0.05	0.0502	0.0494	0.0557	0.0486	0.0479	0.0488	0.0531	0.0502	0.0472	0.0493	0.0509	seq_39844_5584
0.0497	0.0496	0.0525	0.0516	0.0497	0.0473	0.0512	0.0516	0.0484	0.0493	0.0497	0.0522	0.0511	0.0492	0.048	0.0498	0.0504	0.0513	0.0499	0.0475	seq_39844_5586
0.052	0.0499	0.0506	0.0492	0.0503	0.0494	0.0498	0.0503	0.0493	0.0502	0.0485	0.0508	0.0497	0.05	0.0509	0.0503	0.05	0.0497	0.0487	0.0504	seq_39844_5587
0.0501	0.0499	0.05	0.0506	0.0501	0.049	0.0505	0.0503	0.0506	0.0491	0.0502	0.0525	0.0505	0.0483	0.048	0.0519	0.0505	0.0484	0.0487	0.0507	seq_39844_5588
0.0533	0.0492	0.0501	0.0502	0.0494	0.0503	0.0482	0.0499	0.0501	0.0505	0.0472	0.0488	0.0512	0.051	0.0514	0.0506	0.0504	0.0502	0.0497	0.0483	seq_39844_5590
0.0511	0.0492	0.0504	0.0503	0.0513	0.0487	0.0488	0.0484	0.0494	0.0509	0.0494	0.0515	0.0484	0.0517	0.0521	0.0498	0.0487	0.0492	0.0508	0.0499	seq_39844_5589
0.0487	0.0497	0.0493	0.05	0.0506	0.0494	0.0488	0.0505	0.0499	0.0506	0.0489	0.0511	0.0495	0.0508	0.0493	0.0513	0.0517	0.0489	0.0505	0.0504	seq_39844_5591
0.0516	0.0475	0.0506	0.0505	0.0489	0.0485	0.0504	0.0502	0.0491	0.0492	0.0507	0.0546	0.0493	0.0502	0.0476	0.0514	0.0505	0.0495	0.0502	0.0496	seq_39844_5594
0.0519	0.0507	0.0507	0.0493	0.0509	0.0488	0.0504	0.0511	0.0495	0.0492	0.05	0.0496	0.0493	0.0509	0.0505	0.0496	0.0502	0.0495	0.0483	0.0495	seq_39844_5595
0.0509	0.0487	0.0494	0.0501	0.0495	0.051	0.0503	0.0501	0.0496	0.0502	0.0501	0.0531	0.051	0.0491	0.0479	0.0507	0.0508	0.0479	0.0498	0.0498	seq_39844_5596
0.0524	0.0508	0.049	0.0501	0.0505	0.0494	0.0499	0.0494	0.0502	0.0493	0.0493	0.05	0.0492	0.0512	0.0507	0.0496	0.0502	0.0497	0.0499	0.0493	seq_39844_5597
0.0505	0.0502	0.0502	0.0491	0.0505	0.0502	0.0502	0.0491	0.0497	0.0495	0.0491	0.0535	0.0496	0.0489	0.0491	0.0505	0.051	0.0488	0.05	0.0502	seq_39844_5598
0.052	0.0499	0.0515	0.0495	0.0497	0.0486	0.0499	0.0515	0.0496	0.0506	0.0486	0.05	0.05	0.0507	0.0509	0.0508	0.0493	0.0493	0.0491	0.0483	seq_39844_5593
0.0526	0.0516	0.0535	0.0505	0.0476	0.0455	0.0403	0.0492	0.0488	0.0533	0.0532	0.0472	0.0512	0.0539	0.0538	0.0524	0.0522	0.0443	0.0468	0.0519	seq_39844_5592
0.0517	0.0502	0.05	0.0499	0.0501	0.0485	0.0491	0.0492	0.0489	0.0508	0.0504	0.0502	0.0492	0.0512	0.0517	0.0494	0.049	0.0498	0.0503	0.0504	seq_39844_5599
0.0521	0.0496	0.0498	0.049	0.0496	0.05	0.0495	0.0495	0.048	0.049	0.0499	0.0539	0.0499	0.0494	0.0502	0.0494	0.0522	0.0488	0.05	0.0501	seq_39844_5600
0.052	0.051	0.0492	0.0495	0.0503	0.049	0.0505	0.048	0.0498	0.0485	0.0489	0.0497	0.05	0.0528	0.0506	0.0504	0.052	0.0494	0.0501	0.0483	seq_39844_5601
0.0502	0.0498	0.0492	0.0499	0.0498	0.0491	0.0495	0.0491	0.0488	0.0495	0.0497	0.0485	0.0487	0.0531	0.0502	0.0514	0.0511	0.0507	0.0495	0.0523	seq_39844_5602
0.05	0.0514	0.0503	0.0503	0.0509	0.0503	0.0491	0.0482	0.0501	0.0502	0.0499	0.05	0.0493	0.0497	0.0498	0.0506	0.0501	0.049	0.0508	0.0501	seq_39844_5603
0.0522	0.0497	0.0497	0.0508	0.0494	0.0493	0.0506	0.0494	0.0493	0.0492	0.0503	0.0525	0.0504	0.0491	0.048	0.0505	0.0508	0.0481	0.0502	0.0504	seq_39844_5605
0.0505	0.0491	0.05	0.0492	0.0497	0.0491	0.0514	0.0511	0.0506	0.0501	0.0488	0.0502	0.0498	0.05	0.0507	0.0496	0.0516	0.0491	0.0492	0.0503	seq_39844_5606
0.0509	0.051	0.0482	0.0505	0.0494	0.0506	0.0501	0.0499	0.0492	0.0493	0.0504	0.0543	0.0501	0.0498	0.047	0.0501	0.0515	0.0487	0.0478	0.0513	seq_39844_5604
0.0511	0.0493	0.0504	0.0515	0.0479	0.0499	0.0496	0.0503	0.0495	0.0487	0.05	0.052	0.0498	0.0505	0.0497	0.0522	0.0507	0.0485	0.0487	0.0498	seq_39844_5607
0.0516	0.0496	0.0505	0.0495	0.0489	0.0493	0.0495	0.0504	0.0501	0.0502	0.05	0.0497	0.0504	0.0496	0.0517	0.0502	0.0495	0.05	0.0496	0.0497	seq_39844_5608
0.0515	0.0493	0.0507	0.0498	0.0495	0.0508	0.0511	0.05	0.0493	0.0494	0.0504	0.0525	0.05	0.0486	0.0472	0.0507	0.0512	0.048	0.0496	0.0503	seq_39844_5609
0.0503	0.0497	0.0487	0.0495	0.0504	0.0499	0.0492	0.0502	0.0503	0.0498	0.0493	0.0534	0.0505	0.0502	0.048	0.0519	0.05	0.049	0.0487	0.051	seq_39844_5610
0.0528	0.0514	0.0496	0.0508	0.0515	0.0482	0.0509	0.0467	0.0494	0.0506	0.0477	0.0525	0.049	0.0518	0.0524	0.0498	0.0498	0.051	0.0446	0.0495	seq_39844_5611
0.0518	0.0493	0.0505	0.05	0.0495	0.0509	0.0495	0.0495	0.0492	0.0514	0.0495	0.0499	0.0497	0.0488	0.0507	0.05	0.0499	0.0497	0.05	0.0503	seq_39844_5613
0.0498	0.0487	0.0491	0.0497	0.051	0.051	0.0516	0.0499	0.0498	0.049	0.0504	0.0505	0.0485	0.0508	0.05	0.0497	0.0517	0.0497	0.0501	0.0488	seq_39844_5614
0.0507	0.0493	0.0508	0.0502	0.05	0.0492	0.0499	0.0496	0.0497	0.0504	0.05	0.0497	0.0495	0.0509	0.0508	0.0498	0.0503	0.0501	0.0496	0.0494	seq_39844_5612
0.0511	0.0497	0.0488	0.0501	0.0496	0.0499	0.0504	0.0491	0.0498	0.0509	0.0486	0.0534	0.0504	0.0498	0.0486	0.0496	0.0508	0.0493	0.0492	0.0509	seq_39844_5615
0.0519	0.0498	0.0494	0.05	0.0495	0.0496	0.0505	0.0495	0.0499	0.0503	0.0502	0.0498	0.0497	0.0509	0.0509	0.0498	0.0499	0.0502	0.0488	0.0493	seq_39844_5617
0.0515	0.0489	0.0496	0.0505	0.0468	0.0514	0.0501	0.0518	0.0491	0.0516	0.049	0.0486	0.0501	0.0511	0.0486	0.0514	0.0498	0.0496	0.0503	0.0504	seq_39844_5616
0.0517	0.049	0.0489	0.0482	0.0518	0.0485	0.0519	0.0497	0.0485	0.0477	0.0513	0.0522	0.0496	0.0504	0.0498	0.0508	0.0502	0.0504	0.0491	0.0503	seq_39844_5619
0.0504	0.0491	0.0498	0.0496	0.05	0.0487	0.0489	0.05	0.0492	0.0511	0.0509	0.0515	0.0495	0.0498	0.05	0.0512	0.0511	0.0489	0.0491	0.0513	seq_39844_5620
0.0508	0.0501	0.0488	0.0493	0.0504	0.0496	0.0504	0.0498	0.0501	0.0492	0.0507	0.0532	0.0492	0.0482	0.0482	0.0526	0.0501	0.0491	0.0496	0.0507	seq_39844_5618
0.0531	0.0496	0.0488	0.0505	0.0502	0.0494	0.0506	0.0499	0.0502	0.0495	0.0492	0.049	0.0511	0.0514	0.049	0.0496	0.0503	0.0477	0.0512	0.0496	seq_39844_5621
0.0507	0.0496	0.0498	0.0501	0.0494	0.0499	0.0499	0.0495	0.0498	0.0497	0.0495	0.0502	0.05	0.051	0.05	0.0504	0.0497	0.0514	0.0494	0.05	seq_39844_5623
0.0518	0.0497	0.0504	0.0492	0.0495	0.0501	0.0494	0.0497	0.0494	0.0513	0.0496	0.0503	0.0493	0.0491	0.0514	0.0497	0.0504	0.0494	0.0503	0.05	seq_39844_5625
0.0499	0.0509	0.0512	0.0505	0.05	0.0487	0.0511	0.0489	0.0492	0.0499	0.0505	0.0494	0.051	0.0497	0.0487	0.0504	0.0513	0.0495	0.0492	0.0501	seq_39844_5626
0.0513	0.0503	0.0485	0.0486	0.0497	0.0504	0.0505	0.049	0.0515	0.0491	0.0499	0.0548	0.0492	0.0495	0.0486	0.0508	0.0513	0.0487	0.0487	0.0497	seq_39844_5624
0.0507	0.0502	0.0505	0.0505	0.0513	0.0491	0.0492	0.0507	0.0486	0.0503	0.0496	0.0534	0.0486	0.0493	0.0476	0.051	0.0501	0.0493	0.0502	0.0497	seq_39844_5622
0.0518	0.0492	0.0507	0.0494	0.0489	0.0505	0.0494	0.0496	0.0493	0.05	0.0502	0.0501	0.0504	0.0506	0.0507	0.0498	0.0501	0.0495	0.0504	0.0493	seq_39844_5627
0.0511	0.0499	0.0498	0.0495	0.0491	0.049	0.0483	0.0504	0.0501	0.0492	0.0506	0.0513	0.0487	0.0517	0.0513	0.05	0.0507	0.0488	0.05	0.0505	seq_39844_5629
0.0507	0.0508	0.0493	0.0502	0.0513	0.0488	0.0491	0.0505	0.0507	0.0484	0.0499	0.0525	0.0497	0.0493	0.0483	0.0514	0.0513	0.048	0.0492	0.0506	seq_39844_5630
0.0499	0.0496	0.05	0.0498	0.051	0.05	0.0503	0.0499	0.0493	0.051	0.051	0.052	0.0498	0.049	0.0481	0.0499	0.0508	0.0487	0.0484	0.0513	seq_39844_5628
0.0518	0.0496	0.0494	0.0498	0.0495	0.0497	0.0505	0.0493	0.05	0.0505	0.0503	0.05	0.0495	0.0513	0.0507	0.0496	0.0499	0.0503	0.049	0.0495	seq_39844_5631
0.0504	0.0488	0.0489	0.0502	0.0507	0.0501	0.0498	0.0499	0.0502	0.049	0.0496	0.0534	0.0484	0.0488	0.0481	0.0516	0.052	0.0493	0.0511	0.0498	seq_39844_5633
0.0501	0.0497	0.0498	0.0513	0.0502	0.05	0.0499	0.0497	0.0498	0.0497	0.05	0.0535	0.0495	0.0477	0.0488	0.0506	0.0504	0.0493	0.049	0.0509	seq_39844_5634
0.0513	0.0497	0.0502	0.0506	0.0486	0.0505	0.0495	0.0506	0.0478	0.0497	0.0484	0.0487	0.0502	0.0519	0.0498	0.0515	0.0495	0.0506	0.0504	0.0505	seq_39844_5635
0.0545	0.0487	0.0508	0.0497	0.0482	0.0495	0.0489	0.0492	0.049	0.0496	0.0501	0.0491	0.0489	0.0522	0.0509	0.0511	0.0504	0.0483	0.05	0.0509	seq_39844_5632
0.052	0.05	0.0495	0.0494	0.0498	0.0501	0.0501	0.0485	0.0501	0.0505	0.0506	0.0503	0.05	0.0508	0.0499	0.05	0.0502	0.0504	0.0491	0.0489	seq_39844_5636
0.0513	0.0502	0.0497	0.0493	0.0496	0.0501	0.0502	0.0496	0.0494	0.0497	0.0512	0.0537	0.0503	0.0479	0.047	0.0506	0.0497	0.0499	0.05	0.0506	seq_39844_5639
0.0512	0.0499	0.0503	0.0491	0.0496	0.0496	0.0498	0.0489	0.0499	0.0503	0.0499	0.0554	0.0493	0.0499	0.0479	0.0514	0.0493	0.049	0.0495	0.0498	seq_39844_5637
0.0518	0.0499	0.0496	0.0493	0.0496	0.0501	0.05	0.0486	0.0502	0.0506	0.0507	0.0506	0.0498	0.0509	0.0497	0.0502	0.05	0.0503	0.0494	0.0487	seq_39844_5641
0.0502	0.0495	0.049	0.0503	0.0507	0.0497	0.0505	0.0498	0.0501	0.0512	0.049	0.0481	0.0483	0.0496	0.0503	0.0518	0.0512	0.0494	0.0514	0.0497	seq_39844_5642
0.052	0.0493	0.0505	0.0506	0.0501	0.0499	0.0491	0.0491	0.0493	0.0492	0.0498	0.0516	0.0498	0.0498	0.0499	0.0507	0.0515	0.0475	0.0496	0.0508	seq_39844_5644
0.0512	0.0497	0.0495	0.0502	0.049	0.0495	0.0497	0.0502	0.0489	0.0498	0.0499	0.051	0.0481	0.051	0.0502	0.0504	0.0505	0.0504	0.0507	0.05	seq_39844_5638
0.051	0.0519	0.0518	0.0496	0.0496	0.048	0.0474	0.0489	0.0502	0.051	0.0503	0.0496	0.0483	0.0533	0.0519	0.0502	0.049	0.0489	0.0482	0.0509	seq_39844_5643
0.0505	0.0498	0.0491	0.0501	0.0497	0.05	0.0499	0.05	0.0509	0.0495	0.0491	0.0509	0.0509	0.0505	0.0498	0.0503	0.0493	0.05	0.0501	0.0496	seq_39844_5640
0.0516	0.0502	0.0511	0.0494	0.0498	0.049	0.0501	0.0513	0.0494	0.0503	0.0486	0.0502	0.0496	0.0508	0.0507	0.0508	0.0495	0.0494	0.0496	0.0484	seq_39844_5646
