atp_cost	c_content	length	n_content	prot_ID	s_content
22.674	4.819	2320	1.26	seq_13579_9948	0.009
22.068	4.771	2319	1.304	seq_13579_9949	0.017
20.97	4.545	2319	1.249	seq_13579_9951	0.013
22.599	4.822	2320	1.383	seq_13579_9950	0.037
24.251	5.065	2319	1.447	seq_13579_9953	0.033
22.72	4.839	2319	1.31	seq_13579_9955	0.02
23.78	5.013	2319	1.305	seq_13579_9952	0.021
21.994	4.679	2320	1.296	seq_13579_9954	0.021
23.026	4.906	2319	1.391	seq_13579_9956	0.029
23.699	5.098	2319	1.372	seq_13579_9957	0.01
19.211	4.461	2320	1.224	seq_13579_9958	0.006
24.506	5.142	2319	1.344	seq_13579_9959	0.033
22.22	4.754	2318	1.242	seq_13579_9960	0.012
22.243	4.724	2318	1.257	seq_13579_9961	0.03
21.385	4.633	2318	1.265	seq_13579_9963	0.009
23.453	5.072	2318	1.344	seq_13579_9962	0.012
20.334	4.516	2318	1.185	seq_13579_9965	0.011
21.725	4.804	2318	1.307	seq_13579_9966	0.02
23.377	4.925	2318	1.282	seq_13579_9964	0.019
23.412	4.942	2319	1.333	seq_13579_9968	0.014
22.329	4.753	2318	1.23	seq_13579_9969	0.009
21.581	4.579	2318	1.233	seq_13579_9970	0.022
22.542	4.874	2318	1.377	seq_13579_9972	0.026
22.554	4.921	2319	1.361	seq_13579_9967	0.022
23.09	4.939	2317	1.418	seq_13579_9971	0.032
22.735	4.845	2318	1.286	seq_13579_9973	0.003
22.474	4.758	2318	1.298	seq_13579_9974	0.018
22.897	4.797	2317	1.318	seq_13579_9975	0.024
24.459	5.125	2318	1.432	seq_13579_9976	0.036
22.747	4.924	2318	1.38	seq_13579_9977	0.024
22.523	4.807	2318	1.258	seq_13579_9978	0.007
23.871	5.066	2317	1.278	seq_13579_9981	0.02
22.273	4.737	2316	1.25	seq_13579_9980	0.04
22.274	4.757	2316	1.212	seq_13579_9983	0.008
23.525	5.007	2317	1.275	seq_13579_9984	0.015
21.419	4.753	2316	1.421	seq_13579_9985	0.022
21.605	4.743	2317	1.247	seq_13579_9979	0.003
22.113	4.678	2316	1.189	seq_13579_9986	0.013
21.052	4.622	2316	1.347	seq_13579_9982	0.025
22.793	4.982	2316	1.368	seq_13579_9988	0.021
25.41	5.246	2315	1.434	seq_13579_9987	0.04
23.654	5.053	2315	1.381	seq_13579_9989	0.025
22.839	4.827	2315	1.264	seq_13579_9990	0.044
22.029	4.707	2315	1.282	seq_13579_9991	0.014
22.451	4.811	2316	1.269	seq_13579_9993	0.029
23.203	4.923	2315	1.301	seq_13579_9995	0.013
23.06	4.937	2315	1.26	seq_13579_9992	0.006
23.228	4.952	2315	1.32	seq_13579_9996	0.022
22.789	4.837	2316	1.259	seq_13579_9994	0.008
22.19	4.727	2314	1.245	seq_13579_9997	0.006
22.641	4.739	2315	1.217	seq_13579_9998	0.042
23.447	4.866	2314	1.358	seq_13579_9999	0.073
22.911	4.905	2315	1.434	seq_13579_10000	0.035
22.054	4.634	2315	1.189	seq_13579_10001	0.039
23.369	4.989	2315	1.365	seq_13579_10003	0.027
22.824	4.866	2314	1.287	seq_13579_10005	0.029
22.083	4.623	2315	1.189	seq_13579_10006	0.045
22.223	4.866	2314	1.369	seq_13579_10002	0.02
22.907	4.859	2315	1.285	seq_13579_10007	0.032
22.114	4.705	2315	1.287	seq_13579_10004	0.02
22.335	4.675	2314	1.257	seq_13579_10008	0.017
21.742	4.643	2315	1.291	seq_13579_10009	0.01
22.042	4.773	2315	1.286	seq_13579_10010	0.011
20.91	4.473	2314	1.179	seq_13579_10011	0.012
20.929	4.473	2314	1.14	seq_13579_10012	0.085
21.694	4.693	2314	1.208	seq_13579_10014	0.024
23.099	5.016	2313	1.389	seq_13579_10016	0.018
21.273	4.524	2313	1.287	seq_13579_10017	0.013
22.948	4.933	2313	1.375	seq_13579_10013	0.01
22.572	4.848	2313	1.281	seq_13579_10015	0.021
22.936	4.852	2314	1.331	seq_13579_10018	0.016
23.399	5.064	2314	1.343	seq_13579_10020	0.014
22.925	5.006	2314	1.358	seq_13579_10019	0.015
22.527	4.955	2313	1.378	seq_13579_10021	0.013
20.842	4.528	2313	1.181	seq_13579_10022	0.004
22.576	4.767	2312	1.293	seq_13579_10023	0.011
20.229	4.457	2312	1.239	seq_13579_10026	0.005
21.387	4.557	2312	1.231	seq_13579_10024	0.01
21.395	4.667	2312	1.263	seq_13579_10027	0.022
23.057	4.894	2313	1.366	seq_13579_10028	0.016
23.098	4.972	2312	1.356	seq_13579_10025	0.021
21.433	4.607	2312	1.177	seq_13579_10029	0.029
22.149	4.792	2312	1.241	seq_13579_10030	0.018
19.942	4.46	2311	1.288	seq_13579_10031	0.014
21.669	4.679	2311	1.269	seq_13579_10032	0.011
22.882	4.787	2311	1.196	seq_13579_10034	0.034
24.046	5.077	2311	1.354	seq_13579_10035	0.039
23.279	5.04	2311	1.369	seq_13579_10037	0.01
23.465	5.051	2312	1.372	seq_13579_10038	0.026
22.466	4.818	2311	1.463	seq_13579_10033	0.026
22.856	4.905	2311	1.287	seq_13579_10039	0.036
22.493	4.834	2311	1.239	seq_13579_10036	0.025
19.54	4.333	2311	1.173	seq_13579_10040	0.002
18.411	3.951	2311	1.169	seq_13579_10041	0.01
23.188	4.993	2310	1.353	seq_13579_10042	0.019
23.384	4.971	2311	1.27	seq_13579_10043	0.009
22.42	4.738	2310	1.229	seq_13579_10044	0.021
23.847	5.008	2310	1.312	seq_13579_10045	0.029
22.492	4.814	2311	1.312	seq_13579_10046	0.018
21.423	4.637	2310	1.274	seq_13579_10048	0.017
22.676	4.868	2310	1.321	seq_13579_10047	0.019
23.116	4.935	2311	1.309	seq_13579_10049	0.024
22.007	4.758	2310	1.313	seq_13579_10050	0.016
22.297	4.796	2310	1.187	seq_13579_10051	0.014
22.665	4.868	2310	1.323	seq_13579_10052	0.019
21.183	4.487	2310	1.143	seq_13579_10054	0.068
22.049	4.777	2311	1.279	seq_13579_10055	0.011
22.527	4.811	2310	1.29	seq_13579_10057	0.005
23.387	4.972	2310	1.313	seq_13579_10058	0.014
21.468	4.582	2309	1.237	seq_13579_10059	0.012
22.81	4.848	2311	1.27	seq_13579_10053	0.007
21.843	4.609	2311	1.235	seq_13579_10056	0.013
22.296	4.848	2309	1.33	seq_13579_10060	0.029
23.923	5.025	2309	1.317	seq_13579_10061	0.029
23.777	5.026	2310	1.365	seq_13579_10062	0.042
23.233	4.924	2309	1.266	seq_13579_10063	0.025
22.446	4.714	2310	1.289	seq_13579_10065	0.029
24.712	5.233	2309	1.405	seq_13579_10064	0.026
23.206	4.986	2309	1.289	seq_13579_10069	0.038
22.024	4.695	2310	1.279	seq_13579_10068	0.018
23.466	4.974	2309	1.346	seq_13579_10066	0.013
22.903	4.758	2310	1.21	seq_13579_10067	0.068
22.747	4.906	2310	1.379	seq_13579_10070	0.012
22.01	4.735	2309	1.174	seq_13579_10071	0.039
24.571	5.075	2309	1.362	seq_13579_10074	0.052
22.742	4.896	2308	1.308	seq_13579_10072	0.017
23.826	5.143	2309	1.345	seq_13579_10073	0.02
23.156	4.909	2308	1.327	seq_13579_10075	0.015
22.843	4.792	2308	1.268	seq_13579_10078	0.032
22.498	4.782	2309	1.284	seq_13579_10080	0.011
24.026	5.101	2308	1.317	seq_13579_10079	0.016
22.249	4.75	2308	1.258	seq_13579_10076	0.008
21.759	4.725	2309	1.279	seq_13579_10077	0.006
22.322	4.891	2309	1.368	seq_13579_10081	0.02
22.302	4.748	2308	1.214	seq_13579_10082	0.012
22.13	4.816	2307	1.267	seq_13579_10083	0.013
22.966	4.899	2307	1.305	seq_13579_10084	0.016
22.196	4.893	2307	1.353	seq_13579_10085	0.018
22.0	4.609	2308	1.237	seq_13579_10086	0.012
22.373	4.847	2308	1.279	seq_13579_10089	0.005
21.986	4.774	2307	1.281	seq_13579_10090	0.011
22.298	4.767	2307	1.161	seq_13579_10091	0.039
22.433	4.81	2308	1.279	seq_13579_10087	0.003
21.214	4.799	2307	1.464	seq_13579_10088	0.02
24.012	5.061	2308	1.266	seq_13579_10092	0.021
23.79	5.039	2308	1.285	seq_13579_10093	0.006
23.931	5.144	2307	1.391	seq_13579_10094	0.022
21.936	4.601	2307	1.192	seq_13579_10095	0.045
23.083	4.892	2306	1.296	seq_13579_10096	0.026
20.921	4.584	2307	1.145	seq_13579_10097	0.021
22.231	4.71	2306	1.278	seq_13579_10098	0.017
22.11	4.776	2306	1.331	seq_13579_10100	0.042
22.569	4.939	2306	1.325	seq_13579_10099	0.022
22.427	4.775	2307	1.168	seq_13579_10102	0.043
22.379	4.827	2306	1.295	seq_13579_10101	0.009
23.752	5.121	2306	1.366	seq_13579_10103	0.006
20.243	4.506	2306	1.15	seq_13579_10104	0.009
23.448	4.845	2307	1.245	seq_13579_10105	0.058
22.117	4.674	2307	1.283	seq_13579_10107	0.017
25.322	5.332	2307	1.361	seq_13579_10109	0.024
25.011	5.315	2306	1.376	seq_13579_10111	0.02
22.728	4.83	2306	1.29	seq_13579_10112	0.01
23.88	5.029	2307	1.247	seq_13579_10106	0.026
25.885	5.306	2305	1.353	seq_13579_10113	0.036
23.509	4.93	2307	1.356	seq_13579_10108	0.024
22.963	4.909	2306	1.249	seq_13579_10110	0.01
22.793	4.701	2305	1.256	seq_13579_10115	0.08
23.971	5.146	2305	1.361	seq_13579_10114	0.007
23.491	5.02	2305	1.331	seq_13579_10116	0.026
23.009	4.975	2305	1.384	seq_13579_10117	0.03
23.956	5.141	2305	1.362	seq_13579_10119	0.007
19.91	4.351	2304	1.128	seq_13579_10121	0.007
22.362	4.774	2305	1.302	seq_13579_10118	0.016
22.564	4.742	2305	1.302	seq_13579_10120	0.028
22.044	4.748	2304	1.28	seq_13579_10122	0.011
24.535	5.172	2305	1.314	seq_13579_10123	0.009
23.253	5.039	2304	1.4	seq_13579_10124	0.012
21.259	4.602	2304	1.273	seq_13579_10125	0.015
21.896	4.683	2304	1.274	seq_13579_10127	0.018
21.462	4.654	2304	1.279	seq_13579_10126	0.039
22.917	4.903	2305	1.487	seq_13579_10130	0.026
21.523	4.748	2304	1.363	seq_13579_10134	0.019
24.317	5.154	2304	1.39	seq_13579_10131	0.027
22.555	4.861	2305	1.287	seq_13579_10128	0.004
21.183	4.551	2305	1.234	seq_13579_10133	0.013
22.314	4.821	2305	1.297	seq_13579_10129	0.009
22.121	4.82	2304	1.254	seq_13579_10132	0.016
23.826	4.972	2304	1.292	seq_13579_10135	0.022
22.249	4.793	2305	1.387	seq_13579_10137	0.026
22.497	4.818	2304	1.273	seq_13579_10136	0.011
21.822	4.697	2304	1.189	seq_13579_10138	0.024
21.937	4.754	2304	1.285	seq_13579_10140	0.009
22.229	4.759	2303	1.295	seq_13579_10141	0.025
21.805	4.676	2303	1.287	seq_13579_10143	0.014
20.002	4.404	2304	1.269	seq_13579_10139	0.003
22.138	4.687	2303	1.28	seq_13579_10142	0.032
22.192	4.75	2304	1.297	seq_13579_10144	0.01
23.158	4.991	2303	1.349	seq_13579_10145	0.019
23.454	5.061	2303	1.373	seq_13579_10146	0.023
22.28	4.855	2303	1.398	seq_13579_10147	0.027
23.341	4.962	2303	1.299	seq_13579_10148	0.017
23.409	4.987	2304	1.329	seq_13579_10149	0.013
23.595	4.839	2304	1.286	seq_13579_10152	0.077
20.998	4.375	2304	1.119	seq_13579_10150	0.085
22.715	4.968	2303	1.357	seq_13579_10151	0.012
22.901	4.972	2303	1.354	seq_13579_10153	0.03
20.197	4.549	2303	1.189	seq_13579_10154	0.003
23.348	4.965	2302	1.392	seq_13579_10155	0.039
23.528	4.962	2302	1.318	seq_13579_10156	0.026
23.295	4.994	2303	1.364	seq_13579_10157	0.027
22.738	4.67	2303	1.213	seq_13579_10158	0.056
24.589	5.164	2302	1.397	seq_13579_10161	0.028
21.265	4.649	2302	1.256	seq_13579_10162	0.022
22.629	4.825	2303	1.287	seq_13579_10163	0.009
25.589	5.192	2302	1.331	seq_13579_10164	0.057
22.786	4.977	2302	1.379	seq_13579_10165	0.017
22.077	4.741	2302	1.287	seq_13579_10159	0.014
23.869	5.054	2302	1.323	seq_13579_10160	0.044
23.018	4.852	2302	1.304	seq_13579_10166	0.019
22.036	4.748	2302	1.279	seq_13579_10167	0.012
22.986	4.814	2302	1.324	seq_13579_10168	0.028
23.407	5.054	2302	1.352	seq_13579_10169	0.014
22.199	4.791	2302	1.291	seq_13579_10170	0.012
23.582	4.968	2302	1.315	seq_13579_10171	0.018
23.268	4.98	2301	1.326	seq_13579_10172	0.021
20.313	4.431	2302	1.182	seq_13579_10173	0.004
21.437	4.647	2302	1.401	seq_13579_10174	0.035
22.74	4.837	2302	1.262	seq_13579_10175	0.009
22.748	4.945	2301	1.362	seq_13579_10176	0.03
22.885	4.993	2301	1.378	seq_13579_10177	0.025
22.809	4.848	2302	1.247	seq_13579_10178	0.005
21.34	4.603	2302	1.259	seq_13579_10179	0.01
21.949	4.833	2301	1.422	seq_13579_10182	0.027
23.354	4.952	2301	1.314	seq_13579_10184	0.011
22.421	4.764	2301	1.219	seq_13579_10183	0.02
23.606	4.975	2301	1.404	seq_13579_10185	0.016
23.285	4.944	2301	1.312	seq_13579_10180	0.017
22.708	4.874	2301	1.389	seq_13579_10186	0.035
22.155	4.83	2300	1.258	seq_13579_10187	0.015
23.528	5.055	2301	1.327	seq_13579_10181	0.021
22.929	4.883	2300	1.268	seq_13579_10188	0.028
21.99	4.763	2299	1.326	seq_13579_10190	0.042
21.819	4.591	2301	1.233	seq_13579_10189	0.037
21.718	4.687	2300	1.257	seq_13579_10193	0.01
22.738	5.01	2300	1.367	seq_13579_10194	0.007
24.328	5.171	2300	1.357	seq_13579_10192	0.027
23.454	4.887	2300	1.247	seq_13579_10191	0.027
20.753	4.548	2299	1.255	seq_13579_10195	0.019
22.662	4.887	2299	1.3	seq_13579_10196	0.02
22.388	4.807	2300	1.298	seq_13579_10198	0.016
22.698	4.926	2299	1.34	seq_13579_10197	0.019
21.396	4.592	2298	1.251	seq_13579_10199	0.017
23.456	4.977	2298	1.309	seq_13579_10200	0.021
21.812	4.645	2298	1.242	seq_13579_10201	0.007
21.93	4.66	2298	1.272	seq_13579_10204	0.015
21.721	4.523	2298	1.206	seq_13579_10202	0.085
23.277	4.964	2298	1.296	seq_13579_10203	0.005
23.986	4.931	2298	1.344	seq_13579_10205	0.033
23.752	5.011	2299	1.348	seq_13579_10206	0.013
22.555	4.858	2298	1.424	seq_13579_10207	0.027
22.634	4.926	2299	1.344	seq_13579_10208	0.017
24.037	5.024	2298	1.393	seq_13579_10209	0.055
23.228	4.989	2299	1.371	seq_13579_10210	0.027
22.993	4.956	2298	1.364	seq_13579_10213	0.022
20.112	4.431	2298	1.248	seq_13579_10214	0.003
22.908	4.924	2299	1.362	seq_13579_10215	0.027
22.27	4.839	2297	1.263	seq_13579_10216	0.017
22.607	4.869	2298	1.37	seq_13579_10211	0.03
22.138	4.831	2297	1.266	seq_13579_10217	0.015
24.635	5.202	2298	1.424	seq_13579_10212	0.025
23.914	4.985	2297	1.362	seq_13579_10218	0.051
22.163	4.759	2298	1.229	seq_13579_10220	0.017
23.419	5.002	2298	1.389	seq_13579_10221	0.028
18.872	4.175	2297	1.146	seq_13579_10222	0.004
22.823	4.82	2297	1.222	seq_13579_10219	0.021
22.055	4.683	2297	1.139	seq_13579_10224	0.029
23.882	4.994	2297	1.488	seq_13579_10223	0.02
22.387	4.855	2298	1.279	seq_13579_10226	0.006
23.708	4.998	2297	1.308	seq_13579_10225	0.045
21.801	4.797	2297	1.517	seq_13579_10227	0.021
22.176	4.688	2296	1.257	seq_13579_10228	0.016
23.491	5.05	2296	1.36	seq_13579_10229	0.025
19.883	4.299	2296	1.176	seq_13579_10230	0.008
23.174	5.039	2296	1.384	seq_13579_10231	0.015
22.505	4.808	2297	1.311	seq_13579_10233	0.021
22.743	4.932	2296	1.35	seq_13579_10235	0.02
22.951	4.811	2296	1.353	seq_13579_10232	0.026
23.461	4.96	2297	1.302	seq_13579_10236	0.052
22.365	4.745	2296	1.27	seq_13579_10234	0.024
22.434	4.813	2297	1.162	seq_13579_10237	0.037
21.985	4.793	2296	1.35	seq_13579_10238	0.022
23.09	4.96	2296	1.296	seq_13579_10239	0.008
21.418	4.609	2296	1.213	seq_13579_10240	0.005
23.306	4.813	2296	1.266	seq_13579_10241	0.098
22.113	4.709	2296	1.269	seq_13579_10243	0.027
21.874	4.703	2296	1.259	seq_13579_10245	0.011
24.233	5.049	2295	1.307	seq_13579_10246	0.044
22.048	4.608	2296	1.128	seq_13579_10247	0.063
21.878	4.761	2296	1.292	seq_13579_10248	0.012
21.536	4.644	2295	1.286	seq_13579_10242	0.008
22.184	4.791	2296	1.294	seq_13579_10244	0.011
22.782	4.868	2296	1.265	seq_13579_10249	0.005
21.908	4.757	2295	1.283	seq_13579_10250	0.009
22.075	4.676	2296	1.233	seq_13579_10251	0.031
20.806	4.636	2295	1.17	seq_13579_10252	0.003
23.409	5.004	2294	1.347	seq_13579_10253	0.027
23.283	4.906	2294	1.282	seq_13579_10254	0.019
22.695	4.799	2295	1.287	seq_13579_10255	0.021
21.994	4.738	2294	1.385	seq_13579_10256	0.031
21.237	4.693	2295	1.417	seq_13579_10257	0.02
22.317	4.727	2294	1.235	seq_13579_10258	0.028
23.805	5.027	2294	1.411	seq_13579_10259	0.036
22.364	4.774	2294	1.195	seq_13579_10260	0.016
22.272	4.707	2294	1.317	seq_13579_10261	0.021
21.234	4.721	2294	1.224	seq_13579_10262	0.009
24.42	5.118	2293	1.417	seq_13579_10265	0.038
22.769	4.905	2293	1.412	seq_13579_10266	0.026
22.567	4.766	2294	1.28	seq_13579_10267	0.013
22.81	4.885	2294	1.315	seq_13579_10268	0.014
23.69	5.025	2293	1.386	seq_13579_10269	0.017
22.475	4.729	2293	1.292	seq_13579_10264	0.027
25.109	5.277	2294	1.339	seq_13579_10263	0.016
23.407	4.928	2294	1.292	seq_13579_10270	0.025
21.235	4.531	2294	1.322	seq_13579_10271	0.014
22.797	4.949	2292	1.356	seq_13579_10272	0.019
22.707	4.848	2292	1.366	seq_13579_10273	0.048
22.605	4.878	2293	1.246	seq_13579_10274	0.016
23.429	5.036	2292	1.334	seq_13579_10275	0.016
23.719	5.02	2292	1.377	seq_13579_10276	0.041
23.331	4.993	2292	1.385	seq_13579_10278	0.027
22.906	4.876	2292	1.265	seq_13579_10277	0.027
22.243	4.709	2292	1.235	seq_13579_10279	0.027
22.091	4.87	2292	1.387	seq_13579_10280	0.018
19.105	4.303	2293	1.138	seq_13579_10281	0.006
23.4	5.051	2292	1.335	seq_13579_10282	0.018
22.994	4.935	2292	1.369	seq_13579_10283	0.035
22.702	4.832	2292	1.275	seq_13579_10285	0.031
23.767	5.042	2293	1.333	seq_13579_10287	0.031
22.154	4.808	2292	1.277	seq_13579_10284	0.009
21.269	4.667	2292	1.237	seq_13579_10288	0.011
22.22	4.818	2291	1.428	seq_13579_10289	0.023
23.19	4.893	2292	1.326	seq_13579_10290	0.016
23.57	5.034	2292	1.342	seq_13579_10291	0.028
20.672	4.453	2292	1.205	seq_13579_10286	0.047
23.073	4.965	2292	1.308	seq_13579_10292	0.008
22.941	4.802	2291	1.168	seq_13579_10293	0.031
23.277	4.987	2291	1.337	seq_13579_10295	0.022
22.38	4.697	2292	1.227	seq_13579_10296	0.041
22.149	4.833	2291	1.361	seq_13579_10297	0.019
23.183	4.861	2291	1.335	seq_13579_10298	0.025
23.208	5.021	2292	1.344	seq_13579_10300	0.023
23.333	4.981	2292	1.304	seq_13579_10294	0.006
21.912	4.636	2292	1.202	seq_13579_10299	0.031
16.897	3.937	2291	1.081	seq_13579_10303	0.062
22.176	4.697	2291	1.344	seq_13579_10302	0.021
22.21	4.84	2291	1.337	seq_13579_10301	0.03
18.973	4.285	2291	1.113	seq_13579_10305	0.002
23.755	5.021	2290	1.324	seq_13579_10304	0.022
22.681	4.78	2291	1.272	seq_13579_10306	0.014
22.525	4.781	2290	1.283	seq_13579_10307	0.014
22.701	4.855	2291	1.267	seq_13579_10309	0.007
22.215	4.761	2291	1.284	seq_13579_10311	0.01
22.932	4.852	2290	1.22	seq_13579_10308	0.024
22.537	4.8	2291	1.282	seq_13579_10312	0.019
21.082	4.504	2290	1.242	seq_13579_10313	0.01
22.24	4.753	2291	1.215	seq_13579_10310	0.017
22.8	4.899	2290	1.425	seq_13579_10316	0.043
22.991	4.895	2291	1.459	seq_13579_10314	0.049
24.018	5.082	2290	1.407	seq_13579_10317	0.03
22.223	4.719	2289	1.153	seq_13579_10319	0.059
22.767	4.827	2290	1.362	seq_13579_10315	0.037
23.728	4.907	2289	1.423	seq_13579_10320	0.055
22.285	4.82	2290	1.302	seq_13579_10318	0.01
22.045	4.79	2290	1.403	seq_13579_10322	0.028
23.311	5.002	2290	1.318	seq_13579_10321	0.021
22.148	4.791	2289	1.258	seq_13579_10325	0.012
22.219	4.8	2289	1.297	seq_13579_10324	0.012
19.365	4.349	2290	1.113	seq_13579_10327	0.028
22.049	4.727	2289	1.295	seq_13579_10323	0.009
22.179	4.707	2289	1.233	seq_13579_10326	0.031
22.187	4.706	2289	1.232	seq_13579_10329	0.031
22.7	4.862	2290	1.253	seq_13579_10328	0.025
22.236	4.715	2289	1.234	seq_13579_10331	0.031
22.12	4.787	2290	1.299	seq_13579_10332	0.013
22.462	4.755	2290	1.252	seq_13579_10330	0.011
20.283	4.433	2289	1.163	seq_13579_10333	0.014
23.053	4.893	2289	1.271	seq_13579_10336	0.005
22.283	4.72	2289	1.255	seq_13579_10338	0.027
21.86	4.909	2288	1.276	seq_13579_10334	0.012
22.296	4.78	2289	1.25	seq_13579_10335	0.004
23.18	4.936	2288	1.316	seq_13579_10339	0.018
23.595	5.009	2288	1.38	seq_13579_10337	0.023
23.445	4.97	2288	1.314	seq_13579_10341	0.017
22.948	4.878	2288	1.236	seq_13579_10342	0.016
23.395	4.939	2288	1.288	seq_13579_10343	0.028
22.858	4.845	2288	1.247	seq_13579_10340	0.028
23.297	4.911	2288	1.397	seq_13579_10346	0.043
22.286	4.744	2289	1.275	seq_13579_10344	0.009
22.75	4.767	2287	1.21	seq_13579_10348	0.034
18.68	3.961	2288	1.173	seq_13579_10345	0.014
22.879	4.948	2287	1.345	seq_13579_10349	0.018
22.318	4.638	2288	1.294	seq_13579_10350	0.062
22.07	4.825	2288	1.347	seq_13579_10347	0.021
23.442	4.966	2287	1.312	seq_13579_10352	0.018
22.413	4.868	2287	1.406	seq_13579_10351	0.019
21.048	4.605	2288	1.208	seq_13579_10354	0.01
23.127	5.036	2287	1.251	seq_13579_10356	0.014
22.834	4.84	2287	1.246	seq_13579_10357	0.027
22.943	4.97	2287	1.38	seq_13579_10353	0.011
22.308	4.81	2287	1.29	seq_13579_10355	0.012
22.168	4.831	2288	1.384	seq_13579_10358	0.033
22.04	4.774	2287	1.292	seq_13579_10359	0.01
23.144	4.934	2288	1.278	seq_13579_10362	0.015
24.128	5.08	2287	1.35	seq_13579_10361	0.026
22.255	4.771	2288	1.198	seq_13579_10363	0.024
23.365	5.014	2287	1.402	seq_13579_10360	0.022
20.921	4.477	2287	1.178	seq_13579_10364	0.011
20.038	4.335	2287	1.17	seq_13579_10367	0.009
23.675	5.024	2286	1.402	seq_13579_10368	0.019
22.209	4.705	2286	1.232	seq_13579_10365	0.032
23.466	5.031	2287	1.341	seq_13579_10370	0.016
21.28	4.667	2286	1.341	seq_13579_10369	0.038
23.341	5.013	2287	1.376	seq_13579_10366	0.022
21.7	4.632	2287	1.301	seq_13579_10371	0.017
23.073	4.932	2287	1.283	seq_13579_10374	0.036
24.299	5.102	2286	1.332	seq_13579_10373	0.04
23.503	5.082	2286	1.376	seq_13579_10376	0.028
21.916	4.755	2286	1.387	seq_13579_10377	0.015
22.266	4.786	2287	1.266	seq_13579_10372	0.028
23.38	4.938	2287	1.345	seq_13579_10375	0.015
21.37	4.584	2286	1.229	seq_13579_10378	0.021
21.165	4.759	2286	1.437	seq_13579_10380	0.016
22.034	4.741	2285	1.287	seq_13579_10381	0.013
23.493	4.99	2285	1.337	seq_13579_10382	0.015
21.949	4.705	2285	1.223	seq_13579_10383	0.014
22.028	4.656	2286	1.337	seq_13579_10379	0.023
23.543	4.959	2286	1.314	seq_13579_10384	0.021
23.335	4.881	2285	1.272	seq_13579_10387	0.018
19.593	4.321	2285	1.236	seq_13579_10389	0.006
23.531	4.99	2285	1.341	seq_13579_10385	0.011
22.33	4.842	2285	1.361	seq_13579_10388	0.027
23.652	5.078	2285	1.36	seq_13579_10390	0.014
22.906	4.979	2285	1.391	seq_13579_10386	0.018
22.289	4.713	2284	1.231	seq_13579_10391	0.034
23.191	4.962	2285	1.375	seq_13579_10393	0.022
22.818	4.797	2285	1.269	seq_13579_10394	0.026
23.368	5.022	2284	1.364	seq_13579_10396	0.021
22.854	4.766	2284	1.316	seq_13579_10392	0.016
23.707	5.04	2285	1.418	seq_13579_10397	0.026
22.132	4.867	2284	1.269	seq_13579_10395	0.008
23.707	5.092	2284	1.376	seq_13579_10400	0.012
23.107	4.972	2284	1.37	seq_13579_10398	0.024
22.25	4.71	2284	1.23	seq_13579_10401	0.033
21.913	4.659	2285	1.252	seq_13579_10399	0.017
23.139	4.923	2285	1.355	seq_13579_10402	0.032
22.747	4.93	2284	1.385	seq_13579_10404	0.026
23.954	5.081	2284	1.355	seq_13579_10406	0.018
23.021	4.965	2284	1.225	seq_13579_10403	0.016
22.249	4.709	2283	1.231	seq_13579_10408	0.032
23.361	5.036	2285	1.326	seq_13579_10405	0.021
22.247	4.762	2284	1.248	seq_13579_10407	0.007
23.408	4.961	2283	1.377	seq_13579_10410	0.03
23.18	4.967	2283	1.284	seq_13579_10411	0.03
22.517	4.808	2283	1.272	seq_13579_10409	0.007
22.095	4.754	2283	1.205	seq_13579_10412	0.018
24.72	5.068	2283	1.337	seq_13579_10414	0.03
22.1	4.753	2283	1.216	seq_13579_10413	0.028
21.539	4.611	2284	1.305	seq_13579_10417	0.019
22.552	4.961	2284	1.365	seq_13579_10415	0.014
22.092	4.775	2283	1.286	seq_13579_10418	0.012
22.373	4.816	2282	1.316	seq_13579_10421	0.014
22.419	4.749	2283	1.335	seq_13579_10420	0.026
19.767	4.382	2283	1.182	seq_13579_10419	0.001
20.028	4.372	2283	1.244	seq_13579_10416	0.009
22.011	4.733	2282	1.285	seq_13579_10423	0.014
22.627	4.83	2283	1.272	seq_13579_10426	0.008
22.915	4.876	2282	1.301	seq_13579_10427	0.027
23.66	5.015	2282	1.406	seq_13579_10425	0.031
24.365	5.084	2282	1.363	seq_13579_10422	0.048
22.289	4.802	2283	1.22	seq_13579_10424	0.009
22.19	4.772	2282	1.217	seq_13579_10430	0.045
22.044	4.719	2282	1.291	seq_13579_10428	0.013
21.579	4.663	2282	1.261	seq_13579_10431	0.017
22.98	4.796	2282	1.283	seq_13579_10432	0.015
21.013	4.606	2282	1.208	seq_13579_10429	0.015
22.488	4.793	2283	1.166	seq_13579_10433	0.037
21.111	4.635	2282	1.205	seq_13579_10435	0.013
21.6	4.604	2282	1.268	seq_13579_10434	0.016
20.453	4.43	2282	1.189	seq_13579_10438	0.02
22.63	4.788	2281	1.23	seq_13579_10439	0.03
23.12	4.957	2282	1.337	seq_13579_10436	0.016
21.26	4.593	2281	1.25	seq_13579_10441	0.006
22.124	4.689	2282	1.206	seq_13579_10437	0.025
23.638	4.967	2281	1.356	seq_13579_10440	0.021
20.788	4.576	2282	1.34	seq_13579_10445	0.025
23.786	5.062	2281	1.386	seq_13579_10444	0.025
20.981	4.541	2282	1.25	seq_13579_10446	0.007
23.131	4.985	2281	1.313	seq_13579_10442	0.017
22.568	4.94	2282	1.353	seq_13579_10447	0.018
