pPseAAC_1	pPseAAC_10	pPseAAC_11	pPseAAC_12	pPseAAC_13	pPseAAC_14	pPseAAC_15	pPseAAC_16	pPseAAC_17	pPseAAC_18	pPseAAC_19	pPseAAC_2	pPseAAC_20	pPseAAC_3	pPseAAC_4	pPseAAC_5	pPseAAC_6	pPseAAC_7	pPseAAC_8	pPseAAC_9	prot_ID
0.0516	0.05	0.0505	0.0488	0.0488	0.0496	0.0498	0.049	0.0506	0.0498	0.05	0.051	0.0514	0.0495	0.0512	0.0497	0.0511	0.0496	0.0495	0.0483	seq_45132_9375
0.0515	0.0489	0.0486	0.0487	0.048	0.0509	0.0495	0.0514	0.0482	0.051	0.0496	0.0494	0.0497	0.052	0.0508	0.0511	0.0515	0.051	0.0481	0.05	seq_45132_9376
0.051	0.0499	0.0518	0.0487	0.0493	0.0493	0.0498	0.0487	0.0504	0.0496	0.0508	0.0501	0.0486	0.0522	0.0502	0.0504	0.0494	0.0496	0.0498	0.0503	seq_45132_9378
0.0516	0.0512	0.0499	0.0517	0.0502	0.05	0.0496	0.0505	0.049	0.0492	0.0495	0.0468	0.0497	0.0483	0.0506	0.0512	0.0485	0.0518	0.0488	0.0517	seq_45132_9380
0.0525	0.0485	0.0517	0.0493	0.0496	0.0483	0.0496	0.0496	0.051	0.0492	0.0503	0.05	0.0501	0.0515	0.049	0.051	0.0495	0.0497	0.0494	0.0503	seq_45132_9377
0.052	0.0499	0.0502	0.0494	0.0496	0.0498	0.049	0.0496	0.0497	0.0498	0.0488	0.0481	0.0509	0.052	0.052	0.049	0.0501	0.0488	0.0507	0.0506	seq_45132_9379
0.0533	0.049	0.0509	0.0499	0.05	0.0478	0.051	0.0491	0.0498	0.0496	0.0481	0.0484	0.0498	0.0528	0.0519	0.0512	0.0496	0.0498	0.0479	0.0502	seq_45132_9381
0.0499	0.0503	0.0504	0.0501	0.0492	0.0492	0.0494	0.0504	0.0507	0.0494	0.049	0.0518	0.0486	0.052	0.0503	0.05	0.0508	0.0496	0.0487	0.0501	seq_45132_9385
0.0504	0.0488	0.0486	0.0497	0.0501	0.0505	0.0497	0.0503	0.0497	0.0507	0.0505	0.0511	0.0503	0.0491	0.0489	0.0505	0.0518	0.048	0.0508	0.0506	seq_45132_9382
0.051	0.0489	0.0487	0.0503	0.0493	0.05	0.0501	0.049	0.0476	0.052	0.0501	0.0509	0.0499	0.0516	0.0523	0.0513	0.0486	0.049	0.0499	0.0494	seq_45132_9384
0.0531	0.0487	0.0508	0.0498	0.0497	0.0497	0.0506	0.0495	0.0496	0.0495	0.0501	0.0496	0.0506	0.0512	0.0492	0.0505	0.0486	0.0506	0.0489	0.0495	seq_45132_9383
0.0518	0.051	0.0485	0.0499	0.0499	0.0509	0.0507	0.0496	0.0499	0.0476	0.0493	0.051	0.0494	0.0508	0.051	0.0502	0.0502	0.0496	0.0494	0.0495	seq_45132_9386
0.05	0.0493	0.0493	0.0498	0.0501	0.0489	0.0497	0.0503	0.0514	0.0497	0.0491	0.051	0.0496	0.0502	0.0507	0.0504	0.0505	0.0509	0.0491	0.0501	seq_45132_9387
0.0495	0.0487	0.0491	0.05	0.0504	0.0497	0.0498	0.05	0.0507	0.0489	0.049	0.0518	0.05	0.0509	0.0504	0.0511	0.0507	0.0501	0.0497	0.0494	seq_45132_9388
0.0523	0.0492	0.0503	0.0489	0.0496	0.0491	0.0494	0.0494	0.0499	0.0507	0.0493	0.0497	0.0497	0.0518	0.049	0.0509	0.0498	0.0505	0.0509	0.0495	seq_45132_9389
0.0507	0.0492	0.0513	0.05	0.0492	0.0493	0.0504	0.0497	0.0507	0.0504	0.0509	0.0492	0.0501	0.0499	0.0497	0.0503	0.0499	0.0492	0.0491	0.0508	seq_45132_9390
0.05	0.0483	0.0507	0.0502	0.0495	0.0507	0.0493	0.0504	0.0503	0.0499	0.0524	0.0483	0.0505	0.0505	0.0497	0.05	0.0503	0.0492	0.0505	0.0492	seq_45132_9394
0.053	0.0495	0.0495	0.0495	0.0492	0.0498	0.0491	0.0506	0.0505	0.0485	0.0487	0.0509	0.0495	0.0507	0.0508	0.0501	0.0503	0.0496	0.0505	0.0497	seq_45132_9391
0.0522	0.048	0.0482	0.0515	0.051	0.0479	0.0503	0.0501	0.0502	0.05	0.0507	0.054	0.0494	0.0484	0.0475	0.0524	0.0507	0.0459	0.05	0.0515	seq_45132_9392
0.0501	0.0495	0.0493	0.0527	0.0502	0.0482	0.0503	0.0512	0.051	0.0484	0.0498	0.053	0.0502	0.0484	0.0488	0.0514	0.0499	0.0483	0.0489	0.0504	seq_45132_9393
0.0528	0.0499	0.0495	0.0494	0.0508	0.049	0.0496	0.0494	0.0495	0.0502	0.0486	0.0512	0.0501	0.051	0.0516	0.0494	0.0501	0.0493	0.0499	0.0489	seq_45132_9395
0.0526	0.0503	0.0504	0.0482	0.0508	0.0498	0.0488	0.0494	0.0499	0.049	0.0492	0.0508	0.0505	0.0511	0.0512	0.0498	0.0506	0.0494	0.0501	0.0481	seq_45132_9398
0.0515	0.0506	0.0497	0.0501	0.0482	0.0489	0.0485	0.0467	0.0508	0.0496	0.0503	0.0485	0.0509	0.0511	0.05	0.0519	0.0524	0.0508	0.0508	0.0488	seq_45132_9396
0.0537	0.0469	0.0522	0.0475	0.0517	0.0474	0.0526	0.0483	0.0524	0.0466	0.0519	0.0491	0.0487	0.0532	0.0469	0.0518	0.048	0.0529	0.0462	0.0521	seq_45132_9397
0.0507	0.0489	0.0503	0.0488	0.0502	0.0481	0.0504	0.0502	0.0491	0.049	0.0512	0.0498	0.0491	0.0503	0.0512	0.0509	0.0503	0.0519	0.0507	0.049	seq_45132_9399
0.0521	0.0491	0.0513	0.05	0.0501	0.0489	0.05	0.0498	0.0489	0.0493	0.0497	0.0488	0.0506	0.0515	0.0498	0.0496	0.0508	0.0489	0.0516	0.0492	seq_45132_9400
0.0525	0.0498	0.0495	0.0497	0.0499	0.0495	0.0503	0.049	0.0504	0.0486	0.0482	0.0503	0.051	0.0516	0.0514	0.0492	0.0504	0.0497	0.0493	0.0496	seq_45132_9401
0.0529	0.0489	0.0502	0.0492	0.0505	0.0497	0.0503	0.0489	0.05	0.0486	0.0504	0.0498	0.0507	0.0505	0.0489	0.0505	0.0502	0.0504	0.0492	0.0502	seq_45132_9402
0.0507	0.049	0.0489	0.0509	0.0501	0.0498	0.0492	0.0513	0.0503	0.0502	0.051	0.0503	0.0503	0.0495	0.0482	0.05	0.0508	0.0492	0.0503	0.0497	seq_45132_9404
0.0488	0.051	0.0483	0.0503	0.0516	0.0494	0.0497	0.0512	0.0504	0.0487	0.0498	0.0531	0.0513	0.0483	0.0477	0.0512	0.0521	0.0479	0.0482	0.051	seq_45132_9403
0.0504	0.0494	0.0506	0.049	0.0487	0.0501	0.0497	0.0499	0.0491	0.0489	0.051	0.0499	0.0509	0.0526	0.0501	0.0504	0.0507	0.0511	0.0492	0.0484	seq_45132_9407
0.0508	0.0489	0.0486	0.0504	0.0508	0.0492	0.0495	0.0501	0.0502	0.0509	0.0497	0.0512	0.0492	0.0507	0.0483	0.051	0.0494	0.0491	0.0511	0.0508	seq_45132_9405
0.0508	0.0496	0.0479	0.0488	0.0493	0.049	0.0488	0.0508	0.0494	0.0514	0.0489	0.0495	0.0502	0.0507	0.0502	0.0509	0.0515	0.0502	0.0511	0.051	seq_45132_9406
0.0491	0.0503	0.0487	0.0513	0.0487	0.0512	0.0504	0.0485	0.049	0.0514	0.0494	0.0516	0.0501	0.0491	0.0492	0.0516	0.0521	0.0486	0.0493	0.0503	seq_45132_9408
0.0522	0.047	0.054	0.0465	0.0537	0.047	0.0525	0.047	0.0534	0.0473	0.0536	0.0453	0.0482	0.0526	0.0482	0.0538	0.0477	0.0516	0.0457	0.0525	seq_45132_9409
0.0526	0.0508	0.0499	0.0485	0.0505	0.05	0.0491	0.049	0.0494	0.0494	0.0493	0.051	0.0504	0.051	0.0513	0.05	0.0502	0.0495	0.0498	0.0483	seq_45132_9411
0.052	0.0495	0.0503	0.0481	0.0504	0.0505	0.0507	0.0495	0.0491	0.0489	0.0497	0.0506	0.0495	0.051	0.0513	0.0489	0.0509	0.0491	0.0511	0.0489	seq_45132_9410
0.053	0.0506	0.0484	0.0509	0.0485	0.0483	0.0468	0.05	0.0484	0.0491	0.0503	0.0469	0.05	0.0528	0.05	0.0527	0.0502	0.0511	0.0526	0.0493	seq_45132_9413
0.0518	0.0496	0.0518	0.0493	0.0495	0.0492	0.05	0.0493	0.0497	0.0502	0.0507	0.0495	0.0495	0.0521	0.0511	0.0496	0.05	0.0491	0.0494	0.0487	seq_45132_9412
0.051	0.0494	0.0494	0.0493	0.0501	0.0503	0.0493	0.0504	0.0487	0.0492	0.0501	0.048	0.0488	0.0523	0.0504	0.0509	0.0506	0.0497	0.0501	0.0518	seq_45132_9414
0.0518	0.05	0.0478	0.0497	0.0503	0.0499	0.0503	0.0495	0.0493	0.0509	0.0504	0.0556	0.0497	0.0483	0.0468	0.0502	0.0519	0.0495	0.0479	0.05	seq_45132_9415
0.0505	0.0498	0.0485	0.0512	0.0505	0.049	0.0504	0.0511	0.0498	0.0497	0.051	0.0519	0.0504	0.0489	0.0488	0.051	0.05	0.0485	0.0483	0.0508	seq_45132_9418
0.0504	0.0495	0.0503	0.0496	0.0495	0.0501	0.0491	0.0487	0.05	0.0491	0.0507	0.0506	0.05	0.0514	0.0511	0.051	0.0515	0.049	0.049	0.0497	seq_45132_9416
0.0507	0.0495	0.0504	0.0496	0.0488	0.0502	0.0498	0.0505	0.0509	0.0509	0.051	0.0494	0.0494	0.0508	0.0496	0.0511	0.0492	0.0494	0.0489	0.0501	seq_45132_9417
0.0516	0.0508	0.0485	0.05	0.0501	0.0486	0.0499	0.05	0.0499	0.0504	0.0494	0.0509	0.0494	0.0494	0.0501	0.0501	0.0498	0.0496	0.05	0.0516	seq_45132_9420
0.0483	0.0501	0.0517	0.0498	0.0506	0.0489	0.0502	0.0502	0.0501	0.0492	0.0493	0.0518	0.0492	0.0487	0.0494	0.0522	0.052	0.0497	0.049	0.0497	seq_45132_9419
0.0533	0.0498	0.0505	0.0498	0.0494	0.0499	0.0489	0.0502	0.0496	0.0485	0.0512	0.05	0.0499	0.0514	0.0493	0.0501	0.0486	0.0505	0.0493	0.0499	seq_45132_9421
0.0524	0.0502	0.0487	0.0494	0.0488	0.0492	0.0498	0.0495	0.0502	0.0489	0.0502	0.0502	0.0502	0.0504	0.0528	0.0487	0.0501	0.0491	0.0508	0.05	seq_45132_9422
0.0492	0.0498	0.0494	0.0496	0.0498	0.0498	0.0503	0.0488	0.0498	0.0513	0.049	0.0532	0.0507	0.048	0.0497	0.0508	0.0511	0.0506	0.0492	0.0498	seq_45132_9424
0.0517	0.0494	0.0502	0.0503	0.0499	0.0499	0.0497	0.0497	0.0496	0.0497	0.0496	0.0513	0.0495	0.0492	0.0518	0.0515	0.0509	0.0477	0.0485	0.0499	seq_45132_9423
0.0528	0.0498	0.05	0.0492	0.0495	0.0494	0.0496	0.0498	0.0511	0.0489	0.0492	0.0504	0.0501	0.0506	0.0514	0.049	0.0498	0.0498	0.0506	0.0489	seq_45132_9427
0.0521	0.0491	0.0504	0.0491	0.0493	0.0502	0.0496	0.0493	0.0513	0.0494	0.0497	0.0512	0.0496	0.0499	0.0514	0.0498	0.05	0.0498	0.0498	0.0492	seq_45132_9425
0.0523	0.0484	0.0507	0.0502	0.0496	0.0494	0.0502	0.0498	0.0505	0.0488	0.0508	0.0498	0.0498	0.0513	0.0484	0.0507	0.0496	0.0507	0.0488	0.0503	seq_45132_9426
0.0515	0.0501	0.0513	0.0483	0.0479	0.0492	0.0485	0.05	0.0502	0.0503	0.0494	0.0489	0.0486	0.053	0.0499	0.0503	0.0515	0.0506	0.0511	0.0495	seq_45132_9428
0.0504	0.0489	0.051	0.0487	0.0494	0.0501	0.0506	0.0497	0.0497	0.0511	0.05	0.0534	0.0496	0.0501	0.0486	0.0502	0.0508	0.0483	0.0493	0.0502	seq_45132_9431
0.052	0.0507	0.0494	0.0501	0.0497	0.0494	0.0496	0.0499	0.0485	0.0477	0.0501	0.0512	0.0511	0.0511	0.052	0.0487	0.0504	0.0502	0.0486	0.0496	seq_45132_9429
0.0513	0.0499	0.0506	0.0503	0.0497	0.05	0.0492	0.0497	0.05	0.0491	0.0506	0.0525	0.0499	0.0486	0.0475	0.0512	0.051	0.0493	0.0482	0.0514	seq_45132_9433
0.0512	0.0496	0.0489	0.0498	0.0494	0.0503	0.0475	0.0495	0.0496	0.05	0.0501	0.05	0.0496	0.0531	0.0505	0.0491	0.0509	0.0496	0.0499	0.0516	seq_45132_9430
0.0529	0.0486	0.0505	0.0497	0.0489	0.0499	0.0494	0.0495	0.0496	0.0508	0.0498	0.0482	0.05	0.0503	0.0516	0.051	0.0496	0.0496	0.05	0.05	seq_45132_9432
0.0519	0.0482	0.0498	0.0507	0.0472	0.0518	0.05	0.0518	0.0489	0.0512	0.0481	0.0475	0.0506	0.0509	0.0492	0.052	0.0499	0.0502	0.0503	0.0498	seq_45132_9434
0.0532	0.0502	0.0493	0.0497	0.0497	0.0501	0.0502	0.0499	0.0498	0.0487	0.0493	0.0501	0.0499	0.0516	0.0504	0.0495	0.0496	0.0496	0.0501	0.0491	seq_45132_9435
0.0523	0.0511	0.0497	0.0493	0.0508	0.0496	0.0495	0.0491	0.0502	0.049	0.0484	0.0505	0.0509	0.0513	0.0512	0.0501	0.0501	0.0491	0.0494	0.0486	seq_45132_9437
0.0531	0.0515	0.0483	0.051	0.0499	0.0475	0.0504	0.0496	0.0493	0.0488	0.0505	0.0531	0.0499	0.0489	0.0488	0.0514	0.0519	0.0468	0.0489	0.0503	seq_45132_9436
0.0504	0.0494	0.0496	0.0491	0.0504	0.0484	0.0504	0.0505	0.0494	0.0507	0.0512	0.0496	0.0498	0.051	0.0497	0.0496	0.0517	0.0506	0.0489	0.0496	seq_45132_9439
0.0514	0.0495	0.0482	0.0495	0.0487	0.0487	0.0492	0.0477	0.049	0.0514	0.0511	0.0494	0.0501	0.0519	0.0506	0.053	0.051	0.0508	0.0496	0.0493	seq_45132_9438
0.0512	0.0511	0.0498	0.05	0.0481	0.0467	0.0474	0.0483	0.0498	0.0494	0.0493	0.049	0.0501	0.0523	0.0527	0.0491	0.0527	0.0503	0.052	0.0507	seq_45132_9440
0.0505	0.0486	0.0493	0.0508	0.0499	0.0499	0.0493	0.0491	0.0491	0.0499	0.0492	0.0525	0.0498	0.0496	0.0496	0.0519	0.0502	0.0484	0.0518	0.0506	seq_45132_9441
0.0524	0.0498	0.0494	0.0494	0.0509	0.0486	0.0502	0.0498	0.0502	0.0486	0.0493	0.0499	0.0506	0.0515	0.0502	0.0496	0.0501	0.0499	0.0496	0.0499	seq_45132_9442
0.0529	0.0508	0.0488	0.0485	0.0503	0.0493	0.05	0.0494	0.0498	0.0491	0.0495	0.05	0.0513	0.0506	0.0518	0.0492	0.0508	0.0488	0.0498	0.0493	seq_45132_9443
0.0525	0.0511	0.0508	0.0494	0.0502	0.0489	0.05	0.0483	0.0496	0.0497	0.0486	0.0505	0.0504	0.0511	0.0517	0.049	0.0514	0.0487	0.0491	0.049	seq_45132_9444
0.0516	0.0493	0.0495	0.0481	0.05	0.0501	0.0494	0.0506	0.0501	0.0491	0.0497	0.0516	0.0487	0.0515	0.0516	0.0495	0.0509	0.0496	0.0499	0.0492	seq_45132_9445
0.0491	0.0496	0.0495	0.0495	0.0499	0.0479	0.0495	0.0509	0.0516	0.049	0.0509	0.0501	0.0515	0.0499	0.0492	0.0486	0.0515	0.0501	0.0513	0.0502	seq_45132_9446
0.0505	0.0496	0.0482	0.0486	0.0499	0.0492	0.0506	0.05	0.0491	0.0501	0.0488	0.0511	0.0499	0.0515	0.0511	0.0505	0.0497	0.0499	0.0506	0.0513	seq_45132_9447
0.0521	0.0507	0.0491	0.0489	0.0501	0.0486	0.0497	0.0491	0.0506	0.0506	0.0485	0.0502	0.0502	0.0513	0.0527	0.0487	0.051	0.0493	0.0492	0.0492	seq_45132_9448
0.0505	0.0487	0.0509	0.0502	0.0476	0.0491	0.0493	0.0496	0.05	0.0494	0.0496	0.0494	0.051	0.0522	0.05	0.0519	0.0517	0.0505	0.049	0.0496	seq_45132_9449
0.0526	0.0499	0.0498	0.0492	0.0494	0.0491	0.0506	0.0492	0.0502	0.0487	0.0496	0.0508	0.0501	0.0504	0.0515	0.049	0.0504	0.0496	0.0505	0.0493	seq_45132_9452
0.0516	0.0506	0.0495	0.0509	0.0502	0.0492	0.0485	0.0501	0.0492	0.049	0.0495	0.0481	0.0506	0.0513	0.0504	0.0501	0.0507	0.0513	0.0486	0.0507	seq_45132_9450
0.0503	0.0512	0.049	0.0495	0.0491	0.0492	0.0494	0.0503	0.0502	0.0506	0.0499	0.0511	0.0493	0.0531	0.051	0.05	0.0499	0.0481	0.0484	0.0503	seq_45132_9451
0.0499	0.0496	0.0503	0.0494	0.0494	0.0489	0.0506	0.0514	0.05	0.0492	0.049	0.0536	0.0509	0.0505	0.0487	0.0501	0.0512	0.0483	0.0494	0.0495	seq_45132_9454
0.0518	0.0498	0.0502	0.0504	0.0479	0.049	0.0503	0.0498	0.0503	0.0492	0.0492	0.049	0.0499	0.0499	0.0521	0.051	0.0505	0.0494	0.0488	0.0516	seq_45132_9453
0.0518	0.0491	0.0496	0.0495	0.0515	0.0486	0.0489	0.0504	0.0503	0.0504	0.0487	0.0545	0.0506	0.049	0.0488	0.0504	0.0505	0.0487	0.049	0.0497	seq_45132_9455
0.0506	0.0526	0.0492	0.049	0.0511	0.05	0.0499	0.0489	0.0504	0.0498	0.0491	0.0526	0.0497	0.0495	0.0468	0.0507	0.0522	0.049	0.0486	0.0503	seq_45132_9456
0.0513	0.0497	0.05	0.048	0.0508	0.0498	0.0492	0.0491	0.0508	0.0492	0.0498	0.0511	0.049	0.052	0.0503	0.0504	0.0487	0.0505	0.0494	0.0511	seq_45132_9457
0.0521	0.0498	0.0499	0.0492	0.0493	0.0485	0.0487	0.0513	0.0498	0.0503	0.0505	0.0503	0.0502	0.0492	0.0511	0.05	0.05	0.05	0.0499	0.0498	seq_45132_9458
0.0515	0.0499	0.0494	0.0499	0.0509	0.0503	0.0494	0.0501	0.0487	0.0504	0.0491	0.0518	0.0494	0.0493	0.0472	0.0504	0.0507	0.0507	0.0502	0.0506	seq_45132_9459
0.048	0.0489	0.047	0.0501	0.0483	0.0507	0.0499	0.0503	0.0501	0.0504	0.0507	0.0486	0.0487	0.0531	0.0539	0.0531	0.0509	0.0507	0.05	0.0466	seq_45132_9460
0.0518	0.0506	0.0503	0.0491	0.0505	0.0501	0.0484	0.05	0.0506	0.0482	0.0499	0.0495	0.0497	0.0509	0.0501	0.0512	0.0502	0.0504	0.0505	0.0481	seq_45132_9461
0.0519	0.0502	0.0506	0.0509	0.0495	0.0494	0.0503	0.0487	0.0498	0.0511	0.05	0.0512	0.0491	0.0507	0.0477	0.0497	0.0515	0.0497	0.0482	0.0499	seq_45132_9462
0.0523	0.0501	0.0492	0.0493	0.051	0.049	0.0501	0.0493	0.0503	0.0489	0.0493	0.05	0.0506	0.0514	0.0503	0.0495	0.0504	0.0496	0.0496	0.0499	seq_45132_9463
0.0519	0.0499	0.0492	0.0499	0.0504	0.0488	0.0489	0.0491	0.0503	0.0503	0.0482	0.0544	0.0509	0.0488	0.0469	0.0517	0.0519	0.0464	0.0508	0.0512	seq_45132_9464
0.0507	0.0515	0.0501	0.0497	0.049	0.0498	0.0507	0.0496	0.0501	0.0503	0.0503	0.0477	0.0497	0.05	0.0497	0.0486	0.0518	0.0507	0.0494	0.0507	seq_45132_9465
0.0515	0.0495	0.0504	0.0505	0.0498	0.0497	0.0505	0.0503	0.049	0.049	0.0507	0.0503	0.0503	0.0507	0.0504	0.0496	0.0493	0.0492	0.0504	0.0488	seq_45132_9466
0.0504	0.0498	0.0504	0.0498	0.0493	0.0501	0.049	0.0503	0.0495	0.0504	0.0489	0.0508	0.0501	0.0507	0.0502	0.0507	0.0497	0.0508	0.0488	0.0502	seq_45132_9468
0.0516	0.0492	0.0502	0.0494	0.0503	0.0495	0.0493	0.0497	0.0497	0.0493	0.0493	0.055	0.0502	0.049	0.0483	0.0508	0.0507	0.0478	0.0492	0.0516	seq_45132_9467
0.051	0.0489	0.0496	0.0509	0.05	0.0497	0.0499	0.049	0.0495	0.049	0.0485	0.0537	0.0491	0.0498	0.0489	0.0515	0.0505	0.0492	0.0505	0.0507	seq_45132_9469
0.0517	0.0493	0.0499	0.0493	0.049	0.0504	0.0494	0.0498	0.051	0.0487	0.0499	0.051	0.0495	0.0504	0.052	0.0495	0.0505	0.0504	0.0494	0.049	seq_45132_9470
0.0504	0.049	0.0507	0.052	0.0505	0.0495	0.0498	0.0482	0.0484	0.0508	0.0495	0.0537	0.0517	0.0483	0.0493	0.0496	0.0482	0.0483	0.0518	0.0504	seq_45132_9473
0.0502	0.0491	0.05	0.0502	0.0502	0.0488	0.0498	0.05	0.0501	0.0505	0.0493	0.0477	0.0498	0.0513	0.0514	0.0503	0.0513	0.0506	0.049	0.0505	seq_45132_9471
0.0515	0.0502	0.0491	0.0489	0.0497	0.0499	0.0512	0.0498	0.0499	0.0501	0.0505	0.0533	0.05	0.0497	0.0481	0.0514	0.0506	0.0483	0.0485	0.0494	seq_45132_9472
0.0528	0.049	0.0499	0.0489	0.0484	0.0514	0.0497	0.0495	0.0482	0.0501	0.049	0.0494	0.0503	0.0519	0.0497	0.0507	0.0493	0.0509	0.0502	0.0507	seq_45132_9474
0.0526	0.049	0.0503	0.0489	0.0484	0.0504	0.0498	0.049	0.0487	0.0499	0.049	0.0498	0.0507	0.0512	0.0495	0.0509	0.0502	0.0512	0.0501	0.0504	seq_45132_9475
0.0502	0.0507	0.0503	0.0481	0.0502	0.0493	0.0484	0.0506	0.0508	0.0488	0.0497	0.05	0.0497	0.0522	0.0516	0.0502	0.0506	0.0502	0.0499	0.0483	seq_45132_9476
0.0507	0.0482	0.0508	0.0493	0.0508	0.0486	0.0502	0.0495	0.0499	0.0483	0.0516	0.0494	0.0509	0.0513	0.0485	0.0504	0.0504	0.0498	0.0504	0.051	seq_45132_9477
0.0513	0.0492	0.0485	0.0491	0.0495	0.0503	0.0496	0.0507	0.0491	0.049	0.0498	0.048	0.0518	0.0524	0.052	0.0506	0.048	0.0507	0.0506	0.0499	seq_45132_9478
0.0508	0.0506	0.0504	0.0494	0.0496	0.048	0.0498	0.0505	0.0469	0.0514	0.05	0.0506	0.0502	0.0494	0.0514	0.05	0.0503	0.0489	0.0512	0.0506	seq_45132_9479
0.0512	0.0488	0.0495	0.0503	0.0501	0.0499	0.0502	0.0496	0.0494	0.049	0.0496	0.0506	0.0495	0.0508	0.0511	0.0496	0.0505	0.0493	0.0514	0.0495	seq_45132_9480
0.0513	0.0495	0.0492	0.0514	0.0515	0.0511	0.0483	0.0469	0.0488	0.0489	0.0494	0.0505	0.0503	0.0518	0.05	0.052	0.0483	0.0507	0.0502	0.0499	seq_45132_9481
0.0512	0.0481	0.0492	0.0498	0.0487	0.05	0.0496	0.05	0.0493	0.0514	0.0495	0.0502	0.0495	0.0518	0.0524	0.0499	0.0489	0.0501	0.0498	0.0505	seq_45132_9482
0.0524	0.0489	0.0493	0.048	0.0497	0.0489	0.0512	0.049	0.0492	0.0511	0.0485	0.0494	0.0513	0.0519	0.0528	0.0507	0.0506	0.0487	0.0491	0.0493	seq_45132_9483
0.0512	0.0506	0.0505	0.0501	0.0493	0.0487	0.0498	0.0483	0.0479	0.0485	0.0496	0.0474	0.0501	0.053	0.0514	0.0501	0.052	0.0509	0.0513	0.0492	seq_45132_9485
0.0522	0.0498	0.0487	0.0512	0.0497	0.0476	0.05	0.0518	0.0481	0.0477	0.0527	0.0545	0.0507	0.048	0.0476	0.0507	0.051	0.0476	0.0492	0.0509	seq_45132_9484
0.0497	0.0504	0.0496	0.05	0.0482	0.0507	0.05	0.0504	0.0507	0.0501	0.0499	0.0476	0.0485	0.0526	0.0492	0.0504	0.0518	0.0497	0.0511	0.0491	seq_45132_9486
0.0516	0.0498	0.0508	0.0488	0.0497	0.0489	0.0496	0.049	0.0508	0.0491	0.05	0.0487	0.0502	0.0523	0.0516	0.0484	0.0509	0.049	0.0509	0.05	seq_45132_9487
0.0527	0.0486	0.0494	0.0491	0.0499	0.0503	0.0485	0.05	0.0498	0.0509	0.0498	0.0495	0.0487	0.0519	0.0511	0.049	0.0517	0.0485	0.0498	0.0508	seq_45132_9488
0.0524	0.0495	0.0497	0.0493	0.0499	0.051	0.0491	0.0492	0.0504	0.0493	0.05	0.0508	0.0493	0.0504	0.0515	0.0494	0.051	0.0489	0.0504	0.0483	seq_45132_9489
0.0537	0.0491	0.0512	0.0499	0.0495	0.0491	0.0499	0.0497	0.0505	0.0495	0.0503	0.0497	0.0497	0.0496	0.0495	0.0492	0.049	0.0512	0.0493	0.0505	seq_45132_9490
0.053	0.051	0.0492	0.0503	0.05	0.0493	0.0494	0.0497	0.0493	0.049	0.0497	0.0505	0.0512	0.0497	0.0523	0.0497	0.0496	0.0495	0.0482	0.0493	seq_45132_9491
0.0523	0.0498	0.0512	0.0507	0.0508	0.049	0.0496	0.0489	0.049	0.0503	0.0497	0.0478	0.0494	0.053	0.05	0.0506	0.05	0.049	0.0494	0.0492	seq_45132_9492
0.0504	0.0491	0.0492	0.0508	0.0506	0.0479	0.0496	0.0513	0.0503	0.0486	0.0504	0.0534	0.0504	0.0479	0.049	0.051	0.0514	0.0486	0.0487	0.0515	seq_45132_9493
0.0511	0.0494	0.0505	0.0479	0.0501	0.0483	0.0483	0.0505	0.0492	0.0495	0.0499	0.0473	0.0507	0.0523	0.0508	0.0519	0.0507	0.0497	0.0506	0.0512	seq_45132_9494
0.0503	0.0504	0.0499	0.0498	0.0492	0.05	0.0497	0.0497	0.05	0.0495	0.0503	0.0475	0.048	0.052	0.0513	0.051	0.05	0.0504	0.0502	0.0508	seq_45132_9495
0.0513	0.0495	0.0496	0.0491	0.0479	0.0491	0.0508	0.0502	0.0491	0.0493	0.0498	0.0506	0.0498	0.051	0.0515	0.0519	0.049	0.0495	0.0503	0.0506	seq_45132_9496
0.051	0.0492	0.0497	0.0494	0.0494	0.0499	0.0496	0.0494	0.0504	0.0509	0.0504	0.0538	0.0487	0.0507	0.0485	0.0504	0.0495	0.0482	0.0508	0.05	seq_45132_9497
0.053	0.0499	0.0497	0.0499	0.0495	0.0499	0.05	0.0499	0.0494	0.0489	0.0494	0.0502	0.05	0.0514	0.0506	0.0494	0.0499	0.0495	0.0501	0.0493	seq_45132_9498
0.0506	0.0499	0.0498	0.0492	0.0505	0.0506	0.05	0.0498	0.0499	0.0506	0.0496	0.0524	0.0501	0.0487	0.0473	0.0514	0.0516	0.0489	0.0494	0.0498	seq_45132_9499
0.0531	0.0494	0.051	0.0494	0.0488	0.0495	0.0504	0.0498	0.0511	0.0492	0.0507	0.05	0.0493	0.0505	0.0494	0.0492	0.049	0.0513	0.0487	0.0503	seq_45132_9500
0.0502	0.0498	0.0492	0.0504	0.0501	0.048	0.0501	0.0511	0.0505	0.0494	0.0504	0.053	0.0518	0.0495	0.0481	0.0516	0.0505	0.0471	0.0494	0.0497	seq_45132_9501
0.053	0.0502	0.0497	0.0495	0.0498	0.0492	0.05	0.0499	0.0501	0.0485	0.0493	0.0509	0.0498	0.0504	0.0517	0.05	0.0495	0.0499	0.0498	0.0488	seq_45132_9502
0.0494	0.0507	0.0486	0.0508	0.0494	0.0499	0.0483	0.0494	0.0484	0.0487	0.0512	0.0515	0.0513	0.0503	0.0504	0.0517	0.0499	0.0491	0.0507	0.0504	seq_45132_9503
